Geo Point;Geo Shape;codcen;dlibre;dgenerica_;despecific;regimen;direccion;codpos;municipio_;provincia_;telef;fax;mail
39.466474999074, -0.33234400000000053;"{""coordinates"": [-0.332344, 39.466474999074], ""type"": ""Point""}";46027073;CENTRE PRIV. ED. INF. 1er CICLE ELS MARINERETS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ELS MARINERETS;PRIVADO;CL. VICENTE BRULL, 76;46011;València;València;963282080;0;pancisv@hotmail.com
39.49584499907381, -0.3777350000000003;"{""coordinates"": [-0.377735, 39.49584499907381], ""type"": ""Point""}";46027152;CENTRE PRIV. ED. INF. 1er CICLE DIXIE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;DIXIE;PRIVADO;CL. DOCTOR RODRÍGUEZ DE LA FUENTE, 4;46019;València;València;626458968;0;ei_dixie@hotmail.com
39.46242199907401, -0.3572170000000013;"{""coordinates"": [-0.357217, 39.46242199907401], ""type"": ""Point""}";46027218;CENTRE PRIV. ED. INF. 1er CICLE ALAMEDA VALÈNCIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ALAMEDA VALÈNCIA;PRIVADO;PS. ALAMEDA, 39;46023;València;València;663882530;0;info@escuelainfantilalameda.com
39.453206999074084, -0.3769149999999994;"{""coordinates"": [-0.376915, 39.453206999074084], ""type"": ""Point""}";46027954;CENTRE PRIV. ED. INF. 1er CICLE BOLQUERETS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BOLQUERETS;PRIVADO;CL. PEDREGUER, 15;46006;València;València;963345017;0;info@escuelainfantilbolquerets.com
39.501065999073774, -0.35496900000000114;"{""coordinates"": [-0.354969, 39.501065999073774], ""type"": ""Point""}";46028028;CENTRE PRIVAT FP FOLGUERA-VICENT;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;FOLGUERA-VICENT;PRIVADO;AV. DIVINO MAESTRO, 14;46120;Alboraia;València;961864073;961852789;informacion@folgueravicent.com
39.47907799907393, -0.3267740000000013;"{""coordinates"": [-0.326774, 39.47907799907393], ""type"": ""Point""}";46028107;CENTRE PRIV. ED. INF. 1er CICLE INFANTES;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;INFANTES;PRIVADO;CL. CAVITE, 53;46011;València;València;651441773;0;escuelainfantes@gmail.com
39.469070999073985, -0.3419840000000001;"{""coordinates"": [-0.341984, 39.469070999073985], ""type"": ""Point""}";46028201;CENTRE PRIV. ED. INF. 1er CICLE LITTLE STARS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LITTLE STARS;PRIVADO;CL. POETA ANDRÉS CABRELLES, 6;46022;València;València;622588911;0;ceilittlestars@hotmail.com
39.49539399907382, -0.3829770000000003;"{""coordinates"": [-0.382977, 39.49539399907382], ""type"": ""Point""}";46028338;CENTRE PRIV. ED. INF. 1er CICLE LÁPICES III;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LÁPICES III;PRIVADO;CL. RÍO NERVIÓN, 21-23;46025;València;València;963384408;0;rionervion@escuelas-infantiles.com
39.48681399907388, -0.3864310000000013;"{""coordinates"": [-0.386431, 39.48681399907388], ""type"": ""Point""}";46028351;CENTRE PRIV. ED. INF. 1er CICLE FANTASY SCHOOL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;FANTASY SCHOOL;PRIVADO;AV. PORTUGAL, 64;46009;València;València;963462297;0;fantasyschool@hotmail.com
39.4844679990739, -0.4006789999999997;"{""coordinates"": [-0.400679, 39.4844679990739], ""type"": ""Point""}";46028557;CENTRE PRIV. ED. INF. 1er CICLE BABY IALE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BABY IALE;PRIVADO;CL. ESCULTOR GARCÍA MÁS, 21-B;46015;València;València;963464190;963464190;info@babyiale.com
39.47012499907398, -0.39383700000000094;"{""coordinates"": [-0.393837, 39.47012499907398], ""type"": ""Point""}";46029252;CENTRE PRIV. ED. INF. 1er CICLE PEKES DE LA OLIVERETA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PEKES DE LA OLIVERETA;PRIVADO;CL. OLIMPIA  AROZENA TORRES, 18-20;46018;València;València;961355562;0;pekesdelaolivereta@gmail.com
39.46417799907401, -0.3845210000000015;"{""coordinates"": [-0.384521, 39.46417799907401], ""type"": ""Point""}";46029628;CENTRE PRIVAT FP I. INTER II;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;I. INTER II;PRIVADO;CL. MARVÁ, 28-30;46007;València;València;963519365;963411452;director@institutointer.com
39.49183999907385, -0.3725200000000021;"{""coordinates"": [-0.37252, 39.49183999907385], ""type"": ""Point""}";46029801;CENTRE PRIV. ED. INF. 1er CICLE CHISPA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CHISPA;PRIVADO;CL. SAN JUAN BOSCO, 14;46019;València;València;963663457;0;eichispa@hotmail.es
39.472002999073965, -0.3587699999999994;"{""coordinates"": [-0.35877, 39.472002999073965], ""type"": ""Point""}";46029823;CENTRE PRIV. ED. INF. 1er CICLE MY HOUSE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MY HOUSE;PRIVADO;CL. ALGINET, 6-B;46010;València;València;963122343;0;myhousevalencia@yahoo.es
39.475502999073946, -0.37213100000000027;"{""coordinates"": [-0.372131, 39.475502999073946], ""type"": ""Point""}";46029902;CENTRE PRIV. ED. INFANTIL LA CASITA DEL SOL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;LA CASITA DEL SOL;PRIVADO;CL. APARISI Y GUIJARRO, 7;46003;València;València;722544929;0;info@lacasitadelsol.net
39.48656299907386, -0.37629200000000024;"{""coordinates"": [-0.376292, 39.48656299907386], ""type"": ""Point""}";46030242;CENTRE PRIV. ED. INF. 1er CICLE MI OSITA KINDER;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MI OSITA KINDER;PRIVADO;CL. POBLA DEL DUC, 1;46009;València;València;963462194;0;escuelainfantilmiositakinder1@hotmail.com
39.456720999074065, -0.387043;"{""coordinates"": [-0.387043, 39.456720999074065], ""type"": ""Point""}";46030291;CENTRE PRIV. ED. INFANTIL VIRGEN DE CORTES;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;VIRGEN DE CORTES;CONCERTADO;CL. URUGUAY, 41;46007;València;València;655697737;0;virgendecortes@gmail.com
39.47805899907393, -0.4032109999999988;"{""coordinates"": [-0.403211, 39.47805899907393], ""type"": ""Point""}";46030311;CENTRE PRIV. ED. INF. 1er CICLE TAMARINDOS-CAMARENA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;TAMARINDOS-CAMARENA;PRIVADO;CL. HERNÁNDEZ LÁZARO, 18;46015;València;València;963464450;0;tamarindos@colegios-sigloxxi.com
39.46267099907403, -0.39366000000000007;"{""coordinates"": [-0.39366, 39.46267099907403], ""type"": ""Point""}";46030370;ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL PATRAIX;ESCOLA PRIVADA DE MÚSICA;AGRUPACIÓN MUSICAL PATRAIX;PRIVADO;CL. SALAVERT, 10-B;46018;València;València;963252082;0;ampatraix@ampatraix.org
39.48492399907389, -0.3685700000000008;"{""coordinates"": [-0.36857, 39.48492399907389], ""type"": ""Point""}";46031131;CENTRE PRIV. ED. INF. 1er CICLE AL COLE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;AL COLE;PRIVADO;CL. MOLINELL, 12;46010;València;València;658076548;963631673;direccion@ceialcole.com
39.48427599907391, -0.37056500000000003;"{""coordinates"": [-0.370565, 39.48427599907391], ""type"": ""Point""}";46031192;CENTRE PRIV. ED. INF. 1er CICLE MI KITA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MI KITA;PRIVADO;CL. SENDA DE L'AIRE, 6;46010;València;València;645800075;0;mikitaalemana@gmail.com
39.46267099907402, -0.35300900000000074;"{""coordinates"": [-0.353009, 39.46267099907402], ""type"": ""Point""}";46031398;CENTRE PRIV. ED. INF. 1er CICLE ILLES BALEARS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ILLES BALEARS;PRIVADO;AV. BALEARES, 45;46023;València;València;963375429;0;baleares@centrosinfantiles.com
39.46742899907398, -0.3321750000000006;"{""coordinates"": [-0.332175, 39.46742899907398], ""type"": ""Point""}";46031453;CENTRE PRIV. ED. INF. 1er CICLE ALMA MONTESSORI;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ALMA MONTESSORI;PRIVADO;CL. VICENTE BRULL, 86;46011;València;València;963674379;0;hola@almamontessori.com
39.461278999074025, -0.3823540000000019;"{""coordinates"": [-0.382354, 39.461278999074025], ""type"": ""Point""}";46032196;CENTRE PRIVAT FP I. INTER III;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;INS. INTER III;PRIVADO;CL. SAN VICENTE, 161;46007;València;València;963519365;963411452;director@institutointer.com
39.470911999073955, -0.39668800000000076;"{""coordinates"": [-0.396688, 39.470911999073955], ""type"": ""Point""}";46032263;CENTRE PRIV. ED. INF. 1er CICLE LÁPICES I;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LÁPICES I;PRIVADO;CL. VICENTE BRANCHAT, 5;46018;València;València;963705101;0;lapicesvicentebranchat@escuelas-infantiles.com
39.44056799907416, -0.3875259999999991;"{""coordinates"": [-0.387526, 39.44056799907416], ""type"": ""Point""}";46032342;CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;GLOBITOS 2;PRIVADO;CL. ALQUERÍA DE BENIMASSOT, 6;46017;València;València;961330886;0;eiglobitos@gmail.com
39.49106999907385, -0.3794679999999989;"{""coordinates"": [-0.379468, 39.49106999907385], ""type"": ""Point""}";46032536;CENTRE PRIV. ED. INF. 1er CICLE PEKEÑOS MAGOS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PEKEÑOS MAGOS;PRIVADO;AV. DOCTOR PESSET ALEIXANDRE, 58;46025;València;València;961933159;0;atenea200@hotmail.com
39.455223999074086, -0.3689750000000004;"{""coordinates"": [-0.368975, 39.455223999074086], ""type"": ""Point""}";46032573;CENTRE PRIV. ED. INF. 1er CICLE EL ESCONDITE INGLÉS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL ESCONDITE INGLÉS;PRIVADO;AV. DOCTOR WAKSMAN, 50-52;46013;València;València;661054603;0;kinder.waksman@gmail.com
39.541416999073526, -0.4003119999999996;"{""coordinates"": [-0.400312, 39.541416999073526], ""type"": ""Point""}";46032603;CENTRE PRIV. ED. INF. 1er CICLE CUQUETS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CUQUETS;PRIVADO;CL. DE BENIFARAIG, 1;46113;Moncada;València;961146896;0;cei.cuquets@gmail.com
39.48531299907386, -0.32791299999999884;"{""coordinates"": [-0.327913, 39.48531299907386], ""type"": ""Point""}";46032676;CENTRE FPA MUNICIPAL PATACONA;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL PATACONA;PÚBLICO;AV. VICENTE BLASCO IBÁÑEZ NOVELISTA, S;46120;Alboraia;València;961869350;0;epaalboraia@gmail.com
39.464774999074, -0.33332300000000037;"{""coordinates"": [-0.333323, 39.464774999074], ""type"": ""Point""}";46032718;CENTRE ENS. PROFESSIONALS DE MÚSICA ATEN. MUS. DEL PUERTO;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;ATENEO MUSICAL DEL PUERTO;PRIVADO;CL. FRANCISCO BALDOMÁ, 40;46011;València;València;963672333;0;sociedad@atenomusicaldelpuerto.com
39.4830899990739, -0.39262699999999895;"{""coordinates"": [-0.392627, 39.4830899990739], ""type"": ""Point""}";46032721;SECCIÓ DE L'IES CONSELLERIA A VALENCIA;SECCIÓ D'EDUCACIÓ SECUNDÀRIA;DE L'IES CONSELLERIA A VALENCIA;PÚBLICO;CL. SAN JAVIER, 2;46015;València;València;961206345;961206346;46032721@edu.gva.es
39.46707299907399, -0.3722359999999991;"{""coordinates"": [-0.372236, 39.46707299907399], ""type"": ""Point""}";46032780;CENTRE PRIV. ED. INF. 1er CICLE XICOTETS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;XICOTETS;PRIVADO;CL. CIRILO AMORÓS, 27;46004;València;València;963943461;963943461;info@xicotets.es
39.46772099907399, -0.3759700000000005;"{""coordinates"": [-0.37597, 39.46772099907399], ""type"": ""Point""}";46032883;CENTRE PRIVAT FP CAPITOL;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CAPITOL;PRIVADO;CL. RIBERA, 16;46002;València;València;963517177;0;info@capitolempresa.com
39.472046999073974, -0.4014840000000009;"{""coordinates"": [-0.401484, 39.472046999073974], ""type"": ""Point""}";46033012;CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;FUNDACIÓN TREFOR VALENCIA;PRIVADO;CL. VELÁZQUEZ, 13;46018;València;València;963134097;0;trefor@fundaciontrefor.com
39.48522999907387, -0.4054430000000012;"{""coordinates"": [-0.405443, 39.48522999907387], ""type"": ""Point""}";46033449;EI 1er CICLE MUNICIPAL SANT PAU;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL SANT PAU;PÚBLICO;AV. PÍO BAROJA ESQ. JOSEP ALMINYANA I;46015;València;València;963492083;963467200;info@escuelainfantilsantpau.com
39.49156399907384, -0.3898989999999997;"{""coordinates"": [-0.389899, 39.49156399907384], ""type"": ""Point""}";46033531;CENTRE PRIV. ED. INF. 1er CICLE GOMETS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;GOMETS;PRIVADO;CL. CASTELLÓN DE RUGAT, 3;46025;València;València;961934039;0;info@ceigomets.com
39.462339999074025, -0.3645409999999991;"{""coordinates"": [-0.364541, 39.462339999074025], ""type"": ""Point""}";46033565;CENTRE PRIV. ED. INF. 1er CICLE ITUITU;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ITUITU;PRIVADO;CL. ALEJANDRO VI, 6;46005;València;València;633674357;0;direccion@ituitu.es
39.496806999073804, -0.393335;"{""coordinates"": [-0.393335, 39.496806999073804], ""type"": ""Point""}";46033668;CENTRE PRIV. ED. INF. 1er CICLE L'EMBOLIC;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'EMBOLIC;PRIVADO;CL. MANUEL MELIA I FUSTER (LOCAL 2), 1;46025;València;València;963105568;963811502;info@ceiembolic.com
39.45294599907409, -0.3733580000000007;"{""coordinates"": [-0.373358, 39.45294599907409], ""type"": ""Point""}";46033701;CENTRE PRIV. ED. INF. 1er CICLE MARIPOSAS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MARIPOSAS;PRIVADO;AV. AUSIÀS MARCH, 42;46026;València;València;963251444;0;info@escuelainfantilmariposas.com
39.47865499907393, -0.37905500000000075;"{""coordinates"": [-0.379055, 39.47865499907393], ""type"": ""Point""}";46033841;CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA DEL CARME;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'ESCOLETA DEL CARME;PRIVADO;CL. PALMA, 5;46003;València;València;651115285;0;pimoes@gmail.com
39.488986999073845, -0.3843409999999994;"{""coordinates"": [-0.384341, 39.488986999073845], ""type"": ""Point""}";46034144;CENTRE ENSENYAMENTS ESPORTIUS CENETED;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;CENETED;PRIVADO;CL. MÚSICO JARQUE CUALLADÓ, 9;46009;València;València;675552015;0;valencia@tecnicodeportivo.net
39.460275999074035, -0.36833599999999944;"{""coordinates"": [-0.368336, 39.460275999074035], ""type"": ""Point""}";46034171;CENTRE PRIV. ED. INF. 1er CICLE BAMBINI 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BAMBINI 2;PRIVADO;CL. PINTOR SALVADOR ABRIL, 56;46005;València;València;963504471;0;bambini2@ceibambini.com
39.49036399907384, -0.39348500000000103;"{""coordinates"": [-0.393485, 39.49036399907384], ""type"": ""Point""}";46034600;CENTRE PRIV. ED. INF. 1er CICLE EXPLORA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EXPLORA;PRIVADO;CL. CERAMISTA MATEU, 11;46015;València;València;963499487;0;ceiexplora@gmail.com
39.478567999073924, -0.3664449999999995;"{""coordinates"": [-0.366445, 39.478567999073924], ""type"": ""Point""}";46034740;CENTRE PRIVAT FP EUROPEO DE VALENCIA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CENTRO PROFESIONAL EUROPEO DE VALENCIA;PRIVADO;CL. GENERAL ELIO (EDIFICI B), 2;46010;València;València;960452815;0;cpevalencia@universidadeuropea.es
39.46940999907399, -0.3823010000000003;"{""coordinates"": [-0.382301, 39.46940999907399], ""type"": ""Point""}";46034909;CENTRE PRIVAT FP ANA SALMERÓN FORMACIÓN;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ANA SALMERÓN FORMACIÓN;PRIVADO;CL. GUILLEM DE CASTRO, 43;46007;València;València;962062353;0;escuela@anasalmeron.com
39.45948899907403, -0.3972760000000007;"{""coordinates"": [-0.397276, 39.45948899907403], ""type"": ""Point""}";46035379;CENTRE PRIV. ED. INF. 1er CICLE FEBES;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;FEBES;PRIVADO;CL. VALL D'UIXÓ, 6;46014;València;València;963201344;0;info@febes.es
39.47258299907397, -0.3392399999999988;"{""coordinates"": [-0.33924, 39.47258299907397], ""type"": ""Point""}";46035847;CENTRE PRIVAT FP FUNDACIÓN PASCUAL TOMÁS;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;FUNDACIÓN PASCUAL TOMÁS;PRIVADO;PZ. JOSÉ MARÍA ORENSE, 10;46022;València;València;963567945;0;info@fundacionpascualtomas.org
39.465099999074006, -0.36323800000000067;"{""coordinates"": [-0.363238, 39.465099999074006], ""type"": ""Point""}";46035896;CENTRE ENSENYAMENTS ESPORTIUS ELITE SPORT;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;ELITE SPORT;PRIVADO;CL. SALAMANCA, 45;46005;València;València;693220600;0;elitesportvalencia@gmail.com
39.46837499907398, -0.3579140000000001;"{""coordinates"": [-0.357914, 39.46837499907398], ""type"": ""Point""}";46036256;ESCOLA PRIVADA DE MÚSICA YAMAHA MUSIC SCHOOL;ESCOLA PRIVADA DE MÚSICA;YAMAHA MUSIC SCHOOL;PRIVADO;CL. SANTA ROSA, 8 BAIX;46021;València;València;960715432;0;info@ymsvalencia.com
39.48358099907389, -0.3713470000000009;"{""coordinates"": [-0.371347, 39.48358099907389], ""type"": ""Point""}";46036311;CENTRE PÚBLIC FPA VICENT VENTURA;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;VICENT VENTURA;PÚBLICO;CL. CONVENT DE CARMELITES, 1;46010;València;València;963189240;0;46036311@edu.gva.es
39.495029999073815, -0.3779570000000015;"{""coordinates"": [-0.377957, 39.495029999073815], ""type"": ""Point""}";46036359;ESCOLA PRIVADA DE MÚSICA CIM BANDA PARROQUIAL DE TORREFIEL;ESCOLA PRIVADA DE MÚSICA;CIM BANDA PARROQUIAL DE TORREFIEL;PRIVADO;CL. PINTOR JOAN BAPTISTA PORCAR, 13;46019;València;València;639130858;0;correo@bandatorrefiel.es
39.46364799907402, -0.3623449999999995;"{""coordinates"": [-0.362345, 39.46364799907402], ""type"": ""Point""}";46036402;CENTRE ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;GM FOOTBALL ACADEMY;PRIVADO;CL. SALAMANCA, 55;46005;València;València;910089832;0;info@gmfacademy.com
39.4835959990739, -0.38849300000000075;"{""coordinates"": [-0.388493, 39.4835959990739], ""type"": ""Point""}";46036530;ESCOLA PRIVADA DE MÚSICA C. INSTRUCTIVO MUSICAL TENDETES;ESCOLA PRIVADA DE MÚSICA;CENTRO INSTRUCTIVO MUSICAL TENDETES;PRIVADO;CL. JOAQUÍN BALLESTER, 27-7;46009;València;València;635430867;0;bandatendetes@gmail.com
39.47137699907397, -0.3839880000000003;"{""coordinates"": [-0.383988, 39.47137699907397], ""type"": ""Point""}";46036669;ESCOLA PRIVADA DE MÚSICA MATILDE SALVADOR;ESCOLA PRIVADA DE MÚSICA;MATILDE SALVADOR;PRIVADO;CL. GUILLEM DE CASTRO, 73;46008;València;València;963920786;0;info@elmicalet.cat
39.48664399907388, -0.3883759999999993;"{""coordinates"": [-0.388376, 39.48664399907388], ""type"": ""Point""}";46036888;CENTRE PRIV. ED. INF. 1er CICLE PIRATAS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PIRATAS;PRIVADO;PZ. POETA SALVADOR RUEDA, 6;46015;València;València;655358214;0;ceipiratasvlc@gmail.com
39.45979799907404, -0.33214999999999956;"{""coordinates"": [-0.33215, 39.45979799907404], ""type"": ""Point""}";46036967;CENTRE PRIVAT FP CF FOLGADO-PORT;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CF FOLGADO-PORT;PRIVADO;CM. ACC. DÁRSENA EMBARC. MENORES PUERT;46024;València;València;963976605;0;gestion@cffolgado.com
39.459821999074045, -0.3761079999999999;"{""coordinates"": [-0.376108, 39.459821999074045], ""type"": ""Point""}";46037054;CENTRE PRIV. ED. INF. 1er CICLE RUZAFA MONTESSORI;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;RUZAFA MONTESSORI;PRIVADO;CL. LITERATO AZORÍN, 28;46006;València;València;640766376;0;info@ruzafamontessori.com
39.50347799907377, -0.36327300000000073;"{""coordinates"": [-0.363273, 39.50347799907377], ""type"": ""Point""}";46008273;CEP 9 D'OCTUBRE;COL·LEGI D'EDUCACIÓ PRIMÀRIA;9 D'OCTUBRE;PÚBLICO;AV. REI EN JAUME, S/N;46016;Tavernes Blanques;València;962566880;962566881;46008273@edu.gva.es
39.50078299907378, -0.42405199999999965;"{""coordinates"": [-0.424052, 39.50078299907378], ""type"": ""Point""}";46009034;CENTRE PRIVAT EL AVE MARÍA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;EL AVE MARÍA;CONCERTADO;CL. CAMPAMENT, 57-59;46035;València;València;963643811;963646391;avemariav@planalfa.es
39.494127999073825, -0.4187440000000003;"{""coordinates"": [-0.418744, 39.494127999073825], ""type"": ""Point""}";46009061;CEIP CAMI DE L'HORTA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CAMI DE L'HORTA;PÚBLICO;CM. VIEJO DE PATERNA, S/N;46035;València;València;962566400;962566401;46009061@edu.gva.es
39.501157999073776, -0.41187199999999985;"{""coordinates"": [-0.411872, 39.501157999073776], ""type"": ""Point""}";46009071;CEIP BENIMÀMET;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BENIMÀMET;PÚBLICO;CL. RAFAEL TENES ESCRICH, 56;46035;València;València;962566410;962566411;46009071@edu.gva.es
39.42826099907423, -0.3649870000000001;"{""coordinates"": [-0.364987, 39.42826099907423], ""type"": ""Point""}";46009150;CENTRE PRIVAT NUESTRA SEÑORA DEL ROSARIO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DEL ROSARIO;CONCERTADO;CL. FORTUNA, S/N;46026;València;València;963960743;963960743;col.castellar@trinitarias.net
39.47887099907392, -0.3748980000000003;"{""coordinates"": [-0.374898, 39.47887099907392], ""type"": ""Point""}";46009460;CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS -CARMELITAS-;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADO CORAZÓN DE JESÚS -CARMELITAS-;CONCERTADO;CL. MURO SANTA ANA, 5;46003;València;València;963910512;963922768;sagradocorazonvalencia@vedruna.es
39.46335299907402, -0.3672290000000008;"{""coordinates"": [-0.367229, 39.46335299907402], ""type"": ""Point""}";46009654;CENTRE PRIVAT CENTRO DE ESTUDIOS GARCÍA BROCH;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;CENTRO DE ESTUDIOS GARCÍA BROCH;CONCERTADO;CL. PEDRO III EL GRANDE, 46;46005;València;València;963732057;963952320;secretaria@colegiogarciabroch.com
39.462985999074014, -0.368760999999999;"{""coordinates"": [-0.368761, 39.462985999074014], ""type"": ""Point""}";46009708;CENTRE PRIVAT SAN JOSÉ HH. FRANCISCANAS DE LA INMACULADA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN JOSÉ HERMANAS FRANCISCANAS DE LA INMACULADA;CONCERTADO;CL. DOCTOR SUMSI, 5;46005;València;València;963733084;963733084;colegio@sanjosehfi.es
39.46746399907399, -0.3694129999999995;"{""coordinates"": [-0.369413, 39.46746399907399], ""type"": ""Point""}";46009711;CENTRE PRIVAT SAN VICENTE FERRER-DOMINICOS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN VICENTE FERRER-DOMINICOS;CONCERTADO;CL. ISABEL LA CATÓLICA, 25;46004;València;València;963536600;963536601;svferrerv@planalfa.es
39.464984999074005, -0.3633829999999999;"{""coordinates"": [-0.363383, 39.464984999074005], ""type"": ""Point""}";46009733;CENTRE PRIVAT SAGRADO CORAZÓN HH.MARISTAS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADO CORAZÓN HH.MARISTAS;CONCERTADO;CL. SALAMANCA, 45;46005;València;València;963742011;963349783;secretaria@maristasvalencia.com
39.46016899907404, -0.3629990000000004;"{""coordinates"": [-0.362999, 39.46016899907404], ""type"": ""Point""}";46009812;CENTRE PRIVAT LICEO CORBI;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LICEO CORBI;CONCERTADO;CL. VILLAHERMOSA, 6;46006;València;València;963331880;963331880;liceocorbi@hotmail.com
39.45121399907409, -0.3782729999999994;"{""coordinates"": [-0.378273, 39.45121399907409], ""type"": ""Point""}";46009903;CENTRE PRIVAT ACADEMIA JARDÍN;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ACADEMIA JARDÍN;CONCERTADO;CL. BERNAT Y DESCOLL, 46;46026;València;València;963333736;963338057;caj@cece.es
39.465329999074, -0.38562699999999966;"{""coordinates"": [-0.385627, 39.465329999074], ""type"": ""Point""}";46010164;CENTRE PRIVAT NUESTRA SEÑORA DEL SOCORRO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DEL SOCORRO;CONCERTADO;CL. SALAS QUIROGA, 9;46007;València;València;963841119;963845731;nssv@planalfa.es
